"item","Año","Genero","Institución educativa","Deporte","Rol","Ciudad","Departamento"
"1,806","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"1,807","2024","Hombre","Colegio Alianza Pedagogica","Fútbol Sala","Deportista","Yopal","Casanare"
"1,808","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Atletismo","Deportista","Yopal","Casanare"
"1,809","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Boxeo","Deportista","Yopal","Casanare"
"1,810","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"1,811","2024","Hombre","IE Teresa de Calcuta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,812","2024","Hombre","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"1,813","2024","Hombre","Liceo Gustavo Matamoros Leon","Atletismo","Deportista","Yopal","Casanare"
"1,814","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,815","2024","Hombre","IE Luis Hernandez Vargas","Baloncesto","Deportista","Yopal","Casanare"
"1,816","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,817","2024","Hombre","Liceo Gustavo Matamoros Leon","Voleibol","Deportista","Yopal","Casanare"
"1,818","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,819","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,820","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol Sala","Deportista","Yopal","Casanare"
"1,821","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,822","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,823","2024","Hombre","Colegio de la Presentación Yopal","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,824","2024","Hombre","Gimnasio Comfacasanare","Festivales Escolares","Deportista","Yopal","Casanare"
"1,825","2024","Hombre","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"1,826","2024","Hombre","Liceo Pedagogico San Martin","Fútbol Sala","Deportista","Yopal","Casanare"
"1,827","2024","Hombre","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"1,828","2024","Hombre","Colegio Alianza Pedagogica","Voleibol","Deportista","Yopal","Casanare"
"1,829","2024","Hombre","Colegio Bethel","Fútbol","Deportista","Yopal","Casanare"
"1,830","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,831","2024","Hombre","Liceo Infantil Siglo XXI","Fútbol Sala","Deportista","Yopal","Casanare"
"1,832","2024","Hombre","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"1,833","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,834","2024","Hombre","Colegio de la Presentación Yopal","Fútbol Sala","Deportista","Yopal","Casanare"
"1,835","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,836","2024","Hombre","Liceo Escolar los Ángeles","Fútbol","Deportista","Yopal","Casanare"
"1,837","2024","Hombre","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"1,838","2024","Hombre","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"1,839","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,840","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,841","2024","Hombre","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"1,842","2024","Hombre","Liceo Infantil Siglo XXI","Fútbol Sala","Deportista","Yopal","Casanare"
"1,843","2024","Hombre","IE Centro Social","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,844","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,845","2024","Hombre","IE El Paraiso","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,846","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,847","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"1,848","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"1,849","2024","Hombre","IE Luis Hernandez Vargas","Baloncesto 3x3","Deportista","Yopal","Casanare"
"1,850","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"1,851","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,852","2024","Hombre","IE Centro Social","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,853","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"1,854","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,855","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,856","2024","Hombre","Liceo Escolar los Ángeles","Taekwondo","Deportista","Yopal","Casanare"
"1,857","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,858","2024","Hombre","Colegio San Mateo Apostol","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,859","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"1,860","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol Sala","Deportista","Yopal","Casanare"
"1,861","2024","Hombre","IE Lucila Piragauta","Fútbol Sala","Deportista","Yopal","Casanare"
"1,862","2024","Hombre","Colegio San Mateo Apostol","Baloncesto","Deportista","Yopal","Casanare"
"1,863","2024","Hombre","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"1,864","2024","Hombre","IE Manuela Beltran","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,865","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"1,866","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,867","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,868","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,869","2024","Hombre","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"1,870","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"1,871","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,872","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,873","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"1,874","2024","Hombre","Colegio campestre Hispano Ingles del Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,875","2024","Mujer","Liceo Pedagógico Colombo Inglés","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,876","2024","Mujer","Liceo de la Sabana","Bádminton","Deportista","Yopal","Casanare"
"1,877","2024","Mujer","IE Manuela Beltran","Baloncesto 3x3","Deportista","Yopal","Casanare"
"1,878","2024","Mujer","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"1,879","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"1,880","2024","Hombre","Colegio Alianza Pedagogica","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,881","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Levantamiento de Pesas","Deportista","Yopal","Casanare"
"1,882","2024","Mujer","Gimnasio Comfacasanare","Voleibol","Deportista","Yopal","Casanare"
"1,883","2024","Mujer","IE Braulio Gonzalez","Taekwondo","Deportista","Yopal","Casanare"
"1,884","2024","Mujer","Gimnasio de los Llanos","Mini Voleibol","Deportista","Yopal","Casanare"
"1,885","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,886","2024","Hombre","Institucion Educativa Isaac Newton","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,887","2024","Hombre","Liceo Pedagogico San Martin","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,888","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"1,889","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"1,890","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,891","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,892","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"1,893","2024","Hombre","Colegio San Mateo Apostol","Baloncesto","Deportista","Yopal","Casanare"
"1,894","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,895","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"1,896","2024","Hombre","Liceo Gustavo Matamoros Leon","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,897","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"1,898","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,899","2024","Hombre","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,900","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,901","2024","Hombre","IE Teresa de Calcuta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,902","2024","Hombre","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"1,903","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"1,904","2024","Hombre","Instituto Tecnico Empresarial","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,905","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"1,906","2024","Hombre","IE Braulio Gonzalez","Mini Baloncesto","Deportista","Yopal","Casanare"
"1,907","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"1,908","2024","Hombre","IE Luis Hernandez Vargas","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,909","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"1,910","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"1,911","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,912","2024","Hombre","Liceo Pedagogico San Martin","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,913","2024","Hombre","IE El Paraiso","Voleibol","Deportista","Yopal","Casanare"
"1,914","2024","Hombre","IE Braulio Gonzalez","Tenis de Mesa","Deportista","Yopal","Casanare"
"1,915","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"1,916","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,917","2024","Hombre","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"1,918","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,919","2024","Hombre","Liceo Escolar los Ángeles","Fútbol","Deportista","Yopal","Casanare"
"1,920","2024","Hombre","IE Manuela Beltran","Fútbol Sala","Deportista","Yopal","Casanare"
"1,921","2024","Hombre","IE Centro Social","Tenis de Mesa","Deportista","Yopal","Casanare"
"1,922","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,923","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"1,924","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"1,925","2024","Hombre","Gimnasio Thomas Jefferson","Karate Do","Deportista","Yopal","Casanare"
"1,926","2024","Hombre","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"1,927","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,928","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"1,929","2024","Mujer","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"1,930","2024","Mujer","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,931","2024","Mujer","Colegio de la Presentación Yopal","Voleibol","Deportista","Yopal","Casanare"
"1,932","2024","Mujer","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"1,933","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"1,934","2024","Mujer","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"1,935","2024","Mujer","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,936","2024","Mujer","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,937","2024","Mujer","Colegio de la Presentación Yopal","Mini Voleibol","Deportista","Yopal","Casanare"
"1,938","2024","Mujer","IE Lucila Piragauta","Mini Voleibol","Deportista","Yopal","Casanare"
"1,939","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"1,940","2024","Hombre","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"1,941","2024","Hombre","Gimnasio Loris Malaguzzi","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,942","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,943","2024","Hombre","IE El Paraiso","Voleibol","Deportista","Yopal","Casanare"
"1,944","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol Sala","Deportista","Yopal","Casanare"
"1,945","2024","Mujer","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"1,946","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol Sala","Deportista","Yopal","Casanare"
"1,947","2024","Hombre","IE Centro Social","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,948","2024","Hombre","IE Policarpa Salavarrieta","Baloncesto","Deportista","Yopal","Casanare"
"1,949","2024","Hombre","Colegio Alianza Pedagogica","Voleibol","Deportista","Yopal","Casanare"
"1,950","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"1,951","2024","Hombre","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"1,952","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,953","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"1,954","2024","Mujer","IE Antonio Nariño","Fútbol Sala","Deportista","Yopal","Casanare"
"1,955","2024","Mujer","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"1,956","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"1,957","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"1,958","2024","Mujer","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"1,959","2024","Mujer","Liceo Gustavo Matamoros Leon","Voleibol","Deportista","Yopal","Casanare"
"1,960","2024","Mujer","IE Lucila Piragauta","Judo","Deportista","Yopal","Casanare"
"1,961","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"1,962","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,963","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,964","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"1,965","2024","Mujer","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"1,966","2024","Mujer","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"1,967","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,968","2024","Mujer","Liceo Gustavo Matamoros Leon","Voleibol","Deportista","Yopal","Casanare"
"1,969","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"1,970","2024","Mujer","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,971","2024","Mujer","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"1,972","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,973","2024","Mujer","IE Lucila Piragauta","Patinaje","Deportista","Yopal","Casanare"
"1,974","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"1,975","2024","Mujer","Institucion Educativa Megacolegio El Progreso","Fútbol Sala","Deportista","Yopal","Casanare"
"1,976","2024","Mujer","Gimnasio Comfacasanare","Voleibol","Deportista","Yopal","Casanare"
"1,977","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"1,978","2024","Mujer","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,979","2024","Mujer","IE Carlos Lleras Restrepo","Fútbol Sala","Deportista","Yopal","Casanare"
"1,980","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,981","2024","Mujer","Instituto Tecnico Empresarial","Boxeo","Deportista","Yopal","Casanare"
"1,982","2024","Mujer","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"1,983","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"1,984","2024","Mujer","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,985","2024","Mujer","Instituto Tecnico Empresarial","Atletismo","Deportista","Yopal","Casanare"
"1,986","2024","Mujer","Institucion Educativa Isaac Newton","Voleibol","Deportista","Yopal","Casanare"
"1,987","2024","Mujer","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"1,988","2024","Mujer","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,989","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"1,990","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"1,991","2024","Mujer","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,992","2024","Mujer","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,993","2024","Mujer","IE Centro Social","Mini Baloncesto","Deportista","Yopal","Casanare"
"1,994","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
